title,start_date,rating_count,rating_avg,animeId,animeIdx
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,,565,5.79,7210,5426
Doraemon (2005),,541,5.55,7211,5427
Darker than Black: Ryuusei no Gemini,2009-10-09,533,5.48,7212,5428
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,2016-07-11,547,5.35,7213,5429
City Hunter Movie: Shinjuku Private Eyes,,545,5.75,7214,5430
CLAMP in Wonderland 2,,1,1.00,7215,5431
Chou Denji Machine Voltes V,1977-06-04,534,5.47,7216,5432
Wanna Be a Tuna,,542,5.49,7217,5433
Usakame Special,,524,5.42,7218,5434
Transformers: Robot Masters,2004-07-15,532,5.42,7219,5435
Tonpei to Sarukichi,,548,5.48,7220,5436
R20: Ginga Kuukou,,520,5.59,7221,5437
Tansa Quest!,,24,6.83,7222,5438
Kamiusagi Rope x au Collaboration,2012-03-11,538,5.41,7223,5439
"Kamaishi no ""Kiseki"": Inochi wo Mamoru Tokubetsu Jugyou",,536,5.45,7224,5440
Garo: Honoo no Kokuin - Yurugaro,,544,5.51,7225,5441
Hit wo Nerae!,2004-03-09,545,5.39,7226,5442
Cosmos Pink Shock,,518,5.58,7227,5443
Boku wa Konomama Kaeranai,,552,5.64,7228,5444
Chein Kuro-Nikuru!!,2017-01-08,551,5.30,7229,5445
Bakuten Shoot Beyblade,2001-01-08,2,5.00,7230,5446
Blame! Prologue,,553,5.47,7231,5447
Circuit Angel: Ketsui no Starting Grid,,560,5.38,7232,5448
Bermuda Triangle: Colorful Pastrale,2019-01-12,534,5.65,7233,5449
Ace wo Nerae! 2,1988-07-25,546,5.45,7234,5450
Baku Tech! Bakugan Gachi Special,,561,5.63,7235,5451
Are wa Dare?,,546,5.47,7236,5452
Arabian Nights: Sindbad no Bouken,,555,5.34,7237,5453
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,,536,5.59,7238,5454
Touken Ranbu: Hanamaru - Makuai Kaisouroku,,554,5.24,7239,5455
Anime Tenchou Movie,,565,5.42,7240,5456
Teekyuu 2,2013-07-07,523,5.53,7241,5457
Amakage,,538,5.31,7242,5458
Al Caral no Isan,,4,5.50,7243,5459
Ake-Vono,,2,3.00,7244,5460
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,,530,5.60,7245,5461
Sukitte Ii na yo.: Mei and Marshmallow,2012-12-26,1,6.00,7246,5462
Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,,2,7.00,7247,5463
Wakusei Daikaiju Negadon,,543,5.51,7248,5464
Trust,,530,5.71,7249,5465
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,,512,5.32,7250,5466
The Gakuen Choujo-tai,,538,5.61,7251,5467
The Aurora: Umi no Aurora,,2,4.00,7252,5468
Souseiki,,555,5.37,7253,5469
Such a Good Place to Die,,557,5.59,7254,5470
Sotsugyou M: Ore-tachi no Carnival,1999-01-21,2,4.00,7255,5471
Rakugaki Picasso,,547,5.54,7256,5472
Robocar Poli,2011-02-28,3,6.00,7257,5473
Pink Mizu Dorobou Ame Dorobou,,4,2.50,7258,5474
Peng You Town,,2,5.00,7259,5475
Mini Moni the TV,2003-09-08,547,5.32,7260,5476
Mayonaka wa Junketsu,,6,6.67,7261,5477
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,,4,8.00,7262,5478
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,,505,5.52,7263,5479
Galerians: Rion,,4,7.00,7264,5480
Saijaku Muhai no Bahamut,2016-01-11,28,4.00,7265,5481
Re-Kan!,2015-04-03,4,7.00,7266,5482
Pokemon: Mewtwo - Kakusei e no Prologue,,535,5.59,7267,5483
Penguin Musume♥Heart,2008-04-19,4,3.00,7268,5484
No Game No Life Specials,2014-06-25,541,5.61,7269,5485
Needless+: Saint Lily Gakuen no Himitsu,2009-11-27,541,5.59,7270,5486
BUCK-TICK x HAL,,525,5.41,7271,5487
Moyashimon: Kin Gekijou Deluxe,2007-12-21,522,5.47,7272,5488
Break Go!Ga!,,12,5.17,7273,5489
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,2004-07-19,548,5.63,7274,5490
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,,558,5.39,7275,5491
Youkoso Japari Park,,4,7.00,7276,5492
Vanquished Queens Specials,2013-03-29,534,5.46,7277,5493
Mayonaka no Occult Koumuin,2019-04-08,551,5.61,7278,5494
Michi (Movie),,10,7.20,7279,5495
Tsubo,,549,5.50,7280,5496
Toho Cinemas x Pokemon Go,2017-03-03,534,5.51,7281,5497
"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no Ja!",,541,5.35,7282,5498
Sonoda,,536,5.40,7283,5499
Sugio: Mori de Koi wo Shite,,513,5.44,7284,5500
Rinkaku,,547,5.44,7285,5501
Ribbon,,541,5.36,7286,5502
Otsuki-sama to Oujo,,501,5.47,7287,5503
Otona no Bouguya-san (Rimen),2019-03-06,547,5.45,7288,5504
Original,,530,5.48,7289,5505
Noel no Fushigi na Bouken,,4,6.00,7290,5506
Minarai Chameleon,,571,5.64,7291,5507
Mirai Koushi Harima SACLA,,543,5.52,7292,5508
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,,536,5.38,7293,5509
Teinenpi Shoujo Haiji,,544,5.22,7294,5510
100%,,4,7.00,7295,5511
Peeping Life 5.0ch,,564,5.45,7296,5512
Biohazard 4D-Executer,,570,5.71,7297,5513
Doudou,,537,5.66,7298,5514
Koukyousei Million Arthur,,539,5.48,7299,5515
Nissin Men-nashi Donbei x Himote House,2018-12-02,534,5.50,7300,5516
Onara Gorou,2016-07-03,544,5.66,7301,5517
Mahoutsukai ni Taisetsu na Koto,2003-01-10,539,5.56,7302,5518
Lupin III: Napoleon no Jisho wo Ubae,,555,5.42,7303,5519
Kujira no Kora wa Sajou ni Manabu!,2018-01-26,8,4.50,7304,5520
Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner,,572,5.45,7305,5521
Koro no Dai Sanpo,,527,5.54,7306,5522
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,,539,5.55,7307,5523
Cosmo Police Justy,,577,5.68,7308,5524
Bulg-eunmae,,558,5.69,7309,5525
Gaza: Changing the World,,539,5.53,7310,5526
Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,,541,9.41,7311,5527
Kikou Senki Dragonar,1987-02-07,547,5.54,7312,5528
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,,552,5.21,7313,5529
Jewelpet Kira☆Deco!,2012-04-07,2,6.00,7314,5530
Namake Gitsune,,550,5.40,7315,5531
Hyakko OVA,,560,5.62,7316,5532
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,,541,5.51,7317,5533
Rinshi!! Ekoda-chan,2019-01-09,545,5.46,7318,5534
Hand Maid May: Akiramemasen,,520,5.70,7319,5535
Humanoid Girl,,540,5.76,7320,5536
Happiness!: Watarase Jun no Kareinaru Ichinichi,,554,5.26,7321,5537
Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,,2,7.00,7322,5538
Glass no Usagi,,554,5.42,7323,5539
Kakushin,,541,5.47,7324,5540
Itsumo Kokoro ni Ho,,540,5.47,7325,5541
Karadasagashi,2017-07-30,541,5.37,7326,5542
Gakuen Heaven: Hamu Hamu Heaven,2006-07-07,555,5.63,7327,5543
eX-Driver,2000-07-25,534,5.61,7328,5544
Dragon Crisis!,2011-01-11,2,9.00,7329,5545
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,,524,5.61,7330,5546
Chou Robot Seimeitai Transformers Micron Densetsu,2003-01-10,534,5.54,7331,5547
Captain Tsubasa: Asu ni Mukatte Hashire!,,531,5.63,7332,5548
C³: Rikan Gakkou Confussion!,,551,5.75,7333,5549
Boku wa Tomodachi ga Sukunai Episode 0,,4,3.50,7334,5550
Arad Senki: Slap Up Party,2009-04-04,540,5.53,7335,5551
Bakumatsu no Spasibo,,2,7.00,7336,5552
Kubbe no Ongakukai,2014-10-08,26,5.54,7337,5553
Isekai Cheat Magician,2019-07-10,80,8.00,7338,5554
Shoumetsu Toshi,2019-04-07,562,5.46,7339,5555
Time for Christmas,,535,5.63,7340,5556
Yuu no Mahou,,550,5.55,7341,5557
Mochi Mochi no Ki,,529,5.49,7342,5558
Ookami wa Ookamida,,545,5.41,7343,5559
"Ai think so,",,542,5.50,7344,5560
Kipling Jr.,,529,5.57,7345,5561
Ikiteirutte Subarashii!,,536,5.69,7346,5562
Monkey Punch no Sekai: Alice,,549,5.56,7347,5563
Sushi Ninja,2014-07-03,521,5.62,7348,5564
Apartment!,,583,5.51,7349,5565
Big Order (TV),2016-04-16,551,5.49,7350,5566
Start no Aizu,,1,8.00,7351,5567
Virtual-san wa Miteiru,2019-01-10,533,5.64,7352,5568
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,,549,5.68,7353,5569
ACCA: 13-ku Kansatsu-ka Specials,2017-04-21,538,5.77,7354,5570
Shinano Mainichi Shinbun,,530,5.65,7355,5571
3D Kanojo: Real Girl,2018-04-04,545,5.49,7356,5572
AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,1989-06-05,520,5.66,7357,5573
Prism,,553,5.74,7358,5574
WXIII Kidou Keisatsu Patlabor,,544,5.31,7359,5575
Working'!! Announcement Specials,2011-04-01,529,5.41,7360,5576
"Urusei Yatsura: Haru da, Tobidase!",,573,5.40,7361,5577
Tonagura!,2006-07-09,542,5.38,7362,5578
Terra Formars: Revenge,2016-04-02,4,10.00,7363,5579
Stratos 4 OVA,2004-05-25,556,5.40,7364,5580
Terra e... (TV) Specials,,549,5.40,7365,5581
Shuumatsu no Izetta,2016-10-01,563,5.21,7366,5582
Shichinin no Nana,2002-01-10,4,6.00,7367,5583
Seigi wo Aisuru Mono Gekkou Kamen,1972-01-10,525,5.41,7368,5584
Oz no Mahoutsukai (1986),1986-10-06,534,5.66,7369,5585
Sasami: Mahou Shoujo Club 2,2006-10-05,533,5.79,7370,5586
Pareo wa Emerald,,514,5.60,7371,5587
Shin Saru Kani Gassen (1939),,529,5.46,7372,5588
"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",,545,5.43,7373,5589
Mach Girl,2008-09-13,2,7.00,7374,5590
Pikotarou no Lullaby Lullaby (TV),2017-08-02,2,7.00,7375,5591
With You: Mitsumeteitai,2000-12-25,4,7.00,7376,5592
Gekkou Shokudou,,535,5.39,7377,5593
Gyo,,550,5.43,7378,5594
Sheep in the Island,,524,5.60,7379,5595
Captain Tsubasa (2018),2018-04-03,522,5.61,7380,5596
Ponsuke no Haru,,551,5.61,7381,5597
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,,551,5.42,7382,5598
Oira no Yakyuu,,522,5.44,7383,5599
Aishiteruze Baby★★,2004-04-03,544,5.46,7384,5600
Aikatsu Friends!,2018-04-05,548,5.59,7385,5601
Nonsense Monogatari Dai Ippen: Sarugashima,,542,5.59,7386,5602
Yozakura Quartet: Hana no Uta,2013-10-06,548,5.51,7387,5603
Waga Seishun no Arcadia: Mugen Kidou SSX,1982-10-13,537,5.61,7388,5604
Netrun-mon the Movie,,523,5.63,7389,5605
The Impression of First Gundam,,520,5.67,7390,5606
Tejime,,545,5.59,7391,5607
Spacy,,553,5.26,7392,5608
Space Neko Theater,,535,5.44,7393,5609
Shooting Hero,,535,5.50,7394,5610
Polka Dot,,2,7.00,7395,5611
R²: Rise R to the Second Power,,4,6.50,7396,5612
Nekko-kun,,554,5.49,7397,5613
Hen,1997-03-21,538,5.65,7398,5614
Hatoya,,546,5.58,7399,5615
Grasshopper Monogatari,,554,5.24,7400,5616
Toei Robot Girls,,535,5.55,7401,5617
Tic Tac Dreamin',,552,5.35,7402,5618
One Piece: Taose! Kaizoku Ganzack,,532,5.56,7403,5619
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,,523,5.41,7404,5620
Makai Senki Disgaea,2006-04-05,554,5.46,7405,5621
Mahou Shoujo Pretty Sammy (1996),1996-10-04,543,5.35,7406,5622
Mahou no Princess Minky Momo,1982-03-18,531,5.68,7407,5623
Sayonara Nyuunanzai,,563,5.53,7408,5624
Machine-Doll wa Kizutsukanai Specials,2013-12-25,528,5.66,7409,5625
Princess Army: Wedding★Combat,1992-08-01,552,5.24,7410,5626
Lupin III: Russia yori Ai wo Komete,,28,9.14,7411,5627
Lupin III: Lupin Ikka Seizoroi,,563,5.70,7412,5628
Ling Yu,2015-10-22,551,5.44,7413,5629
Koihime†Musou,2008-07-09,531,5.68,7414,5630
Kitakubu Katsudou Kiroku,2013-07-05,530,5.54,7415,5631
Kiddy GiRL-AND Pilot,,524,5.34,7416,5632
Kanon Kazahana,,536,5.23,7417,5633
Henna ABC,,530,5.23,7418,5634
Happy Kappy Recap,,527,5.61,7419,5635
Guitar,,515,5.51,7420,5636
Shigeo wa Handsome,,546,5.67,7421,5637
Seishoujo Kantai Virgin Fleet,1998-04-25,554,5.42,7422,5638
Saru Kani Gassen,,533,5.44,7423,5639
Pikotarou no Lullaby Lullaby,2017-07-17,509,5.43,7424,5640
Pa Para Papa,,552,5.71,7425,5641
One and Three Four,,539,5.37,7427,5642
Inaka Nezumi to Machi Nezumi,,546,5.55,7430,5643
Greed,,533,5.39,7433,5644
Circles,,557,5.49,7434,5645
Cabbage UFO,,563,5.55,7439,5646
Choujin Locke Special,,538,5.51,7442,5647
Fukashigi no Kazoekata,,525,5.50,7447,5648
Fortissimo Bell,,548,5.57,7448,5649
Feng Ji Yun Nu,,529,5.39,7449,5650
Evil or Live Recap,,511,5.39,7450,5651
Doubutsu Tonarigumi,,549,5.45,7451,5652
Baguda-jou no Touzoku,,2,10.00,7452,5653
Mayo Elle Otoko no Ko,,531,5.52,7453,5654
Happy Hour,,529,5.19,7454,5655
First Kiss Monogatari,,8,6.00,7455,5656
Donna Donna,,4,6.00,7456,5657
Bouken no Susume,,540,5.48,7457,5658
Ascension from the Hell,,4,3.00,7458,5659
The Reflection,2017-07-22,521,5.44,7459,5660
Alice in Dreamland,,526,5.41,7460,5661
Wamono,,529,5.23,7461,5662
Tokyo Daigaku Monogatari,2004-02-24,552,5.39,7462,5663
Hon Ran,,559,5.55,7463,5664
Fujinkoron-senpai,,1,7.00,7464,5665
Genki-kun no Christmas @ Tokyo-eki,,108,8.70,7465,5666
Isshuukan Friends. Specials,2014-06-18,2,7.00,7466,5667
Annie,,528,5.53,7467,5668
Highlander: The Search for Vengeance,,2,6.00,7468,5669
Yume no Kakera,,541,5.48,7469,5670
Yi Wan Nian Yi Hou,,1,4.00,7470,5671
Hidamari no Ki,2000-04-05,522,5.63,7471,5672
Hataraku Saibou,,52,8.00,7472,5673
Harukana Receive,2018-07-06,518,5.48,7473,5674
Umo,,2,3.00,7474,5675
Fatal Fury 2: The New Battle,,548,5.68,7475,5676
1+2=Paradise,1990-02-23,540,5.15,7476,5677
Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,,531,5.38,7477,5678
Dragon Quest: Dai no Daibouken,,547,5.46,7478,5679
Dorami & Doraemons: Robot School's Seven Mysteries,,2,9.00,7479,5680
Dondon Domeru to Ron,1988-04-05,553,5.47,7480,5681
"""Kiss Dekiru Gyoza"" x Mameshiba Movie",,533,5.46,7481,5682
Detective Conan: A Written Challenge from the Pyramids!,,4,5.00,7482,5683
Cardfight!! Vanguard G: GIRS Crisis-hen,2015-10-11,541,5.36,7483,5684
Beyblade Burst God,2017-04-03,542,5.58,7484,5685
Sleepy,,8,5.00,7485,5686
Chou Henshin Cosprayers,2004-01-12,546,5.48,7486,5687
Battle Spirits: Burning Soul,2015-04-01,547,5.63,7487,5688
Chainsaw Maid Episode 0,,538,5.49,7488,5689
Aoki Honoo,,533,5.53,7489,5690
UFO Gakuen no Himitsu,,552,5.49,7490,5691
Ski Jumping Pairs: Road to Torino 2006,,4,5.00,7491,5692
Ishida to Asakura Special,,523,5.46,7492,5693
Graphillion: Kazoeage Oneesan wo Sukue,,549,5.56,7493,5694
Chou Kidou Densetsu DinaGiga,1998-07-15,4,4.50,7494,5695
Aotenjou no Clown,,530,5.35,7495,5696
Aioi Ai oi,2017-02-04,536,5.40,7496,5697
00:08,,2,3.00,7497,5698
Waanabi.jk,2013-07-29,2,6.00,7498,5699
Bakuman. 2nd Season Special,,548,5.37,7499,5700
Nani no Yaku ni Mo Tatanai Karappona Hanashi,2013-08-28,537,5.55,7500,5701
Ao no Kanata no Four Rhythm,2016-01-12,537,5.30,7501,5702
Mighty Thor: Battle Royale,,525,5.64,7502,5703
Baka to Test to Shoukanjuu Mini Anime,,527,5.56,7503,5704
Mechano: Scientific Attack Force,,535,5.42,7504,5705
Aishite Knight,1983-03-01,2,7.00,7505,5706
Afro Samurai Pilot,,544,5.49,7506,5707
.hack//G.U. Returner,,545,5.26,7507,5708
Maruman Loose Leaf,,537,5.68,7508,5709
Zuori Qing Kong,,524,5.53,7509,5710
Yakusoku no Nanaya Matsuri,,531,5.60,7510,5711
Witch Craft Works Specials,2014-03-26,535,5.53,7511,5712
Ushinawareta Mirai wo Motomete,2014-10-04,544,5.38,7512,5713
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,,553,5.62,7513,5714
Hadakya no Otonosama,2014-03-05,537,5.58,7514,5715
To Heart 2 AD Plus,2009-04-24,551,5.66,7515,5716
Sora no Method,2014-10-05,539,5.50,7516,5717
Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,,534,5.66,7517,5718
Kuchao,,2,4.00,7518,5719
Ketsuekigata-kun! Featuring Yuri & Nasuno,,528,5.41,7519,5720
Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,,526,5.32,7520,5721
Hanasaka Jiisan,,556,5.27,7521,5722
Dracula no Uta,,556,5.42,7522,5723
Awate Tokoya,,545,5.44,7523,5724
Animal Dance,,516,5.66,7524,5725
Kakegurui,2017-07-01,549,5.19,7525,5726
Ame-iro Cocoa,2015-04-05,533,5.38,7526,5727
Oshiri Kajiri Mushi,,554,5.57,7527,5728
MTV Japan Station ID,,530,5.75,7528,5729
Magical Music Train,,533,5.50,7529,5730
Jam,,2,5.00,7530,5731
Dreaming Pupa: Yumemiru Bokura,,541,5.56,7531,5732
Robot Taekwon V,,8,7.00,7532,5733
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,,518,5.60,7533,5734
Mogu Mogu,,540,5.34,7534,5735
Wheels,,526,5.56,7535,5736
Precure Super Stars! Movie,,563,5.47,7536,5737
Many Mary,,546,5.62,7537,5738
Natsu no Shisen 1942,,542,5.30,7538,5739
Osu!! Karate-bu,1990-10-21,538,5.48,7539,5740
Onegai☆Teacher: Reminiscence Disc,,2,4.00,7540,5741
Fashion no Hajimari,,538,5.62,7541,5742
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,,538,5.42,7542,5743
Monster Farm: Legend e no Michi,2000-04-01,536,5.60,7543,5744
Ao Oni The Animation (Movie),,547,5.67,7544,5745
Mobile Suit Victory Gundam,1993-04-02,556,5.68,7545,5746
Torikaekko Please,,554,5.32,7546,5747
Mitsuami no Kamisama,,2,8.00,7547,5748
Ragnastrike Angels,2016-04-03,536,5.80,7548,5749
Makai Senki Disgaea: Welcome to Netherworld,,555,5.49,7549,5750
Osaru no Sankichi: Boukuusen,,536,5.78,7550,5751
Kyoukai no Kanata: Mini Gekijou,2014-01-08,543,5.65,7551,5752
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,,546,5.27,7552,5753
Head Spoon,,1,6.00,7553,5754
Itoshi no Muco,2015-10-03,532,5.66,7554,5755
Haru no Shikumi,,1,1.00,7555,5756
Hinako Note,2017-04-07,544,5.70,7556,5757
Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,,563,5.36,7557,5758
Glass no Hana to Kowasu Sekai,,529,5.31,7558,5759
Landmark,,16,6.25,7559,5760
Fue,,545,5.46,7560,5761
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,2016-09-30,4,6.00,7561,5762
Roots Search: Shokushin Buttai X,,549,5.35,7562,5763
Ankoku Shinwa,1990-01-26,539,5.12,7563,5764
Kangaeru Renshuu,,551,5.61,7564,5765
Pupa,2014-01-10,541,5.52,7565,5766
Dreams,,545,5.51,7566,5767
Dokidoki! Precure,2013-02-03,541,5.74,7567,5768
Choujikuu Seiki Orguss 02,1993-12-05,524,5.28,7568,5769
Chibi☆Devi!,2011-10-10,535,5.37,7569,5770
Cardfight!! Vanguard G: Stride Gate-hen,2016-04-17,522,5.72,7570,5771
Anime Tenchou x Touhou Project,,525,5.60,7571,5772
Attack No.1,1969-12-07,544,5.50,7572,5773
Yoshinaga-san'chi no Gargoyle,2006-04-02,16,6.00,7573,5774
Viewtiful Joe,2004-10-02,525,5.36,7574,5775
Azuki-chan,1995-04-04,541,5.87,7575,5776
Umi ga Kikoeru,,533,5.47,7576,5777
Tokyo Tribe 2,2006-11-12,544,5.44,7577,5778
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,,522,5.42,7578,5779
To Heart 2 Adnext,2010-09-23,2,7.00,7579,5780
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",,12,5.83,7580,5781
Tayutama: Kiss on My Deity,2009-04-06,8,8.00,7581,5782
Suteki Tantei Labyrinth,2007-10-03,4,7.00,7582,5783
Suki na Mono wa Suki Dakara Shou ga Nai!!,2005-01-09,4,6.00,7583,5784
Seiken no Blacksmith,2009-10-03,546,5.69,7584,5785
Renai Boukun,2017-04-07,548,5.39,7585,5786
Goldfish Fetish,,513,5.51,7586,5787
Petting a Dog,,551,5.46,7587,5788
Yasashii Kinyoubi,,128,8.41,7588,5789
Aos,,544,5.38,7589,5790
Red Colored Bridge,,42,5.52,7590,5791
Wonder Momo,2014-02-06,2,7.00,7591,5792
Natsu no Gero wa Fuyu no Sakana,,60,7.67,7592,5793
Generation of Chaos Next: Chikai no Pendant,,114,6.86,7593,5794
Nice to See You,,535,5.54,7594,5795
Requiem (ONA),,533,5.80,7595,5796
Why,,4,6.50,7596,5797
Aya Hito Shiki to Iu na no Ishi Hata,,6,7.00,7597,5798
◯,,20,6.00,7598,5799
MILPOM★ Pilot,,551,5.30,7599,5800
Memory of Red,,544,5.31,7600,5801
Mahou Shoujo? Naria☆Girls,2016-07-07,2,8.00,7601,5802
Count Down,,522,5.58,7602,5803
Why Re-Mix 2002,,542,5.41,7603,5804
Hanoka,2006-08-08,520,5.42,7604,5805
Yami no Teio: Kyuuketsuki Dracula,,547,5.75,7605,5806
Bloody Night,,552,5.42,7606,5807
Yousei Land Mukashibanashi,2017-04-10,542,5.46,7607,5808
Ninjutsu Hinotama Kozou: Edo no Maki,,541,5.33,7608,5809
Spectral Force,1998-11-25,545,5.35,7609,5810
Akai Kutsu! Onnanoko!,,2,6.00,7610,5811
Landscape,,556,5.71,7611,5812
Dog Soldier,,12,4.33,7612,5813
Gakuentoshi Varanoir Joukan,2002-10-23,528,5.55,7613,5814
Heya,,553,5.61,7614,5815
Gondora,,528,5.52,7615,5816
Armageddon,,546,5.44,7616,5817
Yo! Daitouryou Trap-kun,2017-03-15,2,1.00,7617,5818
Watashi no Kao,,522,5.52,7618,5819
Musekinin Galaxy☆Tylor,2017-07-11,540,5.54,7619,5820
Adventures in Beauty Wonderland,,525,5.63,7620,5821
Yukidoke,,2,7.00,7621,5822
Maid of the Dead,,537,5.69,7622,5823
Henshin Gattai! 5 tsu no Atsuki Tamashii,,567,5.58,7623,5824
Dekobou no Jidousha Ryokou,,564,5.67,7624,5825
Mahou no Hiroba,,537,5.32,7625,5826
Bulsajo Robot Phoenix King,,528,5.43,7626,5827
Nendo no Tatakai (2019),,44,8.59,7627,5828
Golden Batman,,532,5.63,7628,5829
Okaasan ni Naisho,,546,5.59,7629,5830
Generation of Chaos III: Toki no Fuuin,2003-05-21,560,5.41,7630,5831
Master Blaster,,546,5.46,7631,5832
Byston Well Monogatari: Garzey no Tsubasa,1996-09-21,551,5.61,7632,5833
Arakure Junichi no Namida,,558,5.56,7633,5834
Pussycat,,544,5.58,7634,5835
Yoru no Okite,,528,5.70,7635,5836
Ohi-sama to Kaeru,,520,5.59,7636,5837
"Yami no Kioku, Yume no Inei",,533,5.54,7637,5838
Kono Mayonnaise wa Yuru Sugiru,,553,5.63,7638,5839
Jinkou no Rakuen,,517,5.38,7639,5840
Danbou to Reibou,,510,5.70,7640,5841
The Bathroom,,554,5.52,7641,5842
Kodomo no Kaitei no Koto,,518,5.59,7642,5843
Idol Fight Suchie-Pai 2,,545,5.51,7643,5844
Chicken Papa,,555,5.44,7644,5845
Usatalk,,24,7.83,7645,5846
"""Tokyo""",,2,4.00,7646,5847
MTV Ident: Horny,,128,7.98,7647,5848
Kerorinpasu,,536,5.40,7648,5849
Fashion,,539,5.56,7649,5850
Docchi mo Maid,,516,5.57,7650,5851
Cafe de Oni,,559,5.36,7651,5852
Oh Yoko!,,539,5.36,7652,5853
Konnichiwa Onara Gorou,,550,5.53,7653,5854
Henkei Sakuhin Dai 2-ban,,545,5.43,7654,5855
Dankichi-jima no Olympic Taikai,,20,9.20,7655,5856
Motion Lumine,,536,5.44,7656,5857
Hustle!! Tokitama-kun,,535,5.59,7657,5858
Taa-chan no Kaitei Ryokou,,539,5.47,7658,5859
KochinPa!,2015-12-22,541,5.37,7659,5860
Bouken Dankichi: Hyouryuu no Maki,,1,4.00,7660,5861
Ai,,40,8.15,7661,5862
Pokemon XY: Sora no Hahen,,52,8.00,7662,5863
Pokemon Best Wishes! Season 2: Episode N,2013-01-17,548,5.50,7663,5864
Rhythm,,550,5.54,7664,5865
Baka Baka Baka na Sekai,,527,5.57,7665,5866
Bara Bara Film,,2,8.00,7666,5867
Panda Kopanda,1972-12-17,532,5.88,7667,5868
Night Head Genesis,2006-06-17,6,3.00,7668,5869
Musaigen no Phantom World: Mizutama no Kiseki,,4,6.00,7669,5870
Mobile Suit Gundam NT,,539,5.07,7670,5871
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,,541,5.50,7671,5872
Miyuki,1983-03-31,546,5.64,7672,5873
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,2009-07-01,525,5.51,7673,5874
Meiken Jolie,1981-04-07,388,8.66,7674,5875
Magical☆Star Kanon 100%,,554,5.66,7675,5876
Mahou Shoujo-tai Arusu the Adventure,,543,5.70,7676,5877
Madoromi no Vevara,,531,5.58,7677,5878
Hakuchuu Meikyuu,,559,5.60,7678,5879
Macross Δ Movie: Gekijou no Walküre,,554,5.48,7679,5880
Comics,,536,5.46,7680,5881
Computer Haekjeonham Pokpa Daejakjeon,,527,5.59,7681,5882
Shinsatsushitsu,,534,5.73,7682,5883
Kaitei no Boukun,,2,2.00,7683,5884
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,,533,5.54,7684,5885
Koufuku Graffiti,2015-01-09,535,5.24,7685,5886
A Smart Experiment,,540,5.40,7686,5887
Sign,,535,5.53,7687,5888
Petit Manga,,519,5.56,7688,5889
Kemeko no Love,,549,5.54,7689,5890
Wakie Wakie,,546,5.51,7690,5891
Mac the Movie,,547,5.35,7691,5892
Samero,,547,5.37,7692,5893
Kappo,,534,5.63,7693,5894
Nantokashite Alguard,,554,5.54,7694,5895
?/Sankaku no Rhythm/Trump no Arasoi,,10,5.40,7695,5896
Commercial War,,512,5.49,7696,5897
Lemon Home Animation Gekijou,2013-07-31,555,5.43,7697,5898
Kennel Tokorozawa,,541,5.35,7698,5899
